,Incident ID,Year,Month,Day,Country,Region,District,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Latitude,Longitude,Details,DateTime
1563,1740,2013,7,27,Syrian Arab Republic,Aleppo,Aleppo,Al Eissa (village),1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Individual,Road ,35.995534,37.000089,One UN driver was the victim of an armed robbery and was shot in the back twice by unidentified armed men. He was hospitalized and is in stable condition.,2013-07-27
1564,1536,2013,7,28,Syrian Arab Republic,Homs,Al-Qusayr,al-Qusayr ,0,0,11,0,0,0,0,11,0,11,0,0,0,0,0,11,0,11,0,0,11,Aerial bombardment, Combat (or police operations) ,Project site ,34.511867,36.576478,Nine volunteers and two staff with the Syrian Arab Red Crescent were injured when a distribution point in al-Qusur was hit with a mortar shell.,2013-07-28
1565,1537,2013,7,31,Afghanistan,Uruzgan,Khas Uruzgan ,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,33.038489,66.721209,One INGO staff member was killed when the car he was traveling in was stopped by AOG at an illegal checkpoint. Four others were in the car (not staff members); three of them were also killed but one was released to report the incident. There is no indication that the incident was related to his work.,2013-07-31
1566,1844,2013,7,31,Somalia,Banaadir,Hodan,"Mogadishu, Jaale Siyad Military Academy area",0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Shooting (small arms ,Ambush,Road ,2.045742,45.302612,"Two LNGO staff were injured when Somali National Government (SNG) forces opened fire on the LNGO vehicle, allegedly because the vehicle did not stop when ordered to do so. The two staff were taken to a hospital.",2013-07-31
1569,1895,2013,8,3,Syrian Arab Republic,Ar-Raqqah,Ar-Raqqa,Ar-Raqqa,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,Unknown,Unknown,Other public location ,35.959411,38.998105,"An American aid worker was killed in Raqqa, Syria on February 6th, 2015. She was initially kidnapped by militants on August 3rd, 2013. ISIS militants alledge that she was killed in retaliatory Jordanian airstrikes on Raqqa. The circumstances surrounding her death are contested by administration officials in the Jordanian and American governments, who believe that the aid worker was killed by ISIS.",2013-08-03
1570,1538,2013,8,4,South Sudan,Central Equatoria,Juba ,"Gudelle, Juba",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Individual,Other public location ,4.848775,31.508604,One NGO staff member was assaulted and robbed by four young men.,2013-08-04
1571,1539,2013,8,5,South Sudan,Central Equatoria,,Jabur,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms ,Ambush,Road ,5.38015,31.804769,One NGO staff member was shot and killed when unknown attackers shot at a marked NGO vehicle travelling on the Bor to Juba road.,2013-08-05
1572,1540,2013,8,5,South Sudan,Central Equatoria,Juba ,Juba (outside of),0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,2,0,0,Unknown,Ambush,Road ,4.809329,31.633258,One staff member was killed and one wounded when their vehicle was attacked.,2013-08-05
1573,1555,2013,8,8,Syrian Arab Republic,Damascus,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Individual,Unknown,33.499742,36.295234,One UN staff member was killed.,2013-08-08
1574,1554,2013,8,9,Afghanistan,Konar,Chapa Dara ,DAC ,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Aerial bombardment, Combat (or police operations) ,Home ,34.917211,70.764156,One NGO staff member was injured when an ANA fired mortar shell landed in a residential area.,2013-08-09
1575,1556,2013,8,15,Afghanistan,Herat,Pashtun Zarghun ,Safedan ,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,34.277528,62.614173,One off-duty NGO national staff member was killed while acting as a bodyguard to a local powerbroker when they were ambushed while in transit. This is likely related to a family and/or tribal dispute.,2013-08-15
1576,1557,2013,8,17,South Sudan,Upper Nile,Maban,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Individual,Project site ,10.130742,33.327557,One INGO staff member was killed by a staff member of another INGO allegedly over domestic dispute.,2013-08-17
1577,1558,2013,8,18,India,,Mumbai,Marine Lines railway station ,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,Bodily,Individual,Road ,18.970715,72.819421,One American working for an NGO was slashed by an assailant on her face and neck and robbed while on a commuter train.,2013-08-18
1578,1559,2013,8,18,Afghanistan,Balkh,Dawlatabad,Chahi ,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Individual,Office,36.983382,67.047065,A guard of an NGO-run clinic was shot and wounded when three armed men tried to gain access to the clinic and were refused.,2013-08-18
1579,1560,2013,8,20,South Sudan,Eastern Equatoria,Nesitu,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,4.519919,32.490316,One driver was shot when gunmen opened fire on four UN-contracted trucks.,2013-08-20
1580,1561,2013,8,20,Afghanistan,Lowgar,Charkh,"Bandoka (village), Chakh-Pul-e Alam Road ",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms , Combat (or police operations) ,Road ,33.814659,68.947602,One INGO ambulance driver was wounded with small arms fire when passing through an clash between AOG and ANSF.,2013-08-20
1581,1562,2013,8,22,Afghanistan,Farah,Bakwa,Tanke Haji Essa  (Herat-Kandahar Main Road),1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Roadside IED,Ambush,Road ,32.318414,63.216539,One assistant driver of an IO-contracted food delivery truck was killed when a roadside IED exploded against his truck.,2013-08-22
1582,1563,2013,8,22,Afghanistan,Bamian,Sayghan,Chambar Ghojor,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,Kidnapping ,Individual,Unknown,34.816435,67.816707,Two international aid workers were kidnapped and safely released three days later. Security officials said it was probably the work of hostage takers since the area is not a stronghold of the insurgency.,2013-08-22
1583,1564,2013,8,25,Afghanistan,Herat,Gulran ,Lushbak  (Herat City-Gulran DAC Main Road),0,5,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,5,0,0,Kidnap-killing,Ambush,Road ,35.204333,61.607134,Five national staff members of an INGO were kidnapped while traveling in a taxi returning to their field office. All five were later killed. This was not a targeted incident.,2013-08-25
1584,1565,2013,8,26,Afghanistan,Laghman ,Alingar,Shekh Sahib ,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Aerial bombardment, Combat (or police operations) ,Project site ,34.787959,70.478834,One NGO staff member was injured when a stray mortar struck a school where s/he was delivering a training.,2013-08-26
1585,1566,2013,8,27,Occupied Palestinian Territories,West Bank,,Qalandia refugee camp,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms , Combat (or police operations) ,Road ,31.865951,35.21448,One UN staff member was shot and killed by IDF soldiers during clashes on an overnight arrest raid at the Qalandia refugee camp.,2013-08-27
1586,1567,2013,8,31,South Sudan,Central Equatoria,Juba ,"Juba, near Olympic Hotel",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bodily,Individual,Other public location ,4.858778,31.598305,One UN staff member was assaulted by a person suspected to be an SPLA soldier while walking from the Olympic hotel in Juba.,2013-08-31
1587,1568,2013,8,31,South Sudan,Central Equatoria,,Gudelle,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Individual,Home ,4.849379,31.508672,"One UN staff member was robbed and assaulted by two unknown masked men who entered and robbed his home, then removed him by force from his home and brought him to the forest where they continued to assault him and ask for money.",2013-08-31
1588,1569,2013,8,31,Afghanistan,Kandahar ,Kandahar ,Kandahar ,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Body-borne IED, Combat (or police operations) ,Other public location ,31.610269,65.701536,A national staff driver was wounded when a body-borne IED was detonated. The attack was aimed at Afghanistan National Police.,2013-08-31
1589,1741,2013,9,1,Somalia,Banaadir,,"Mogadishu, seaport",2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shooting (small arms , Combat (or police operations) ,Other public location ,2.026156,45.331465,Two UN-contracted employees were shot and wounded by police as they were trying to enter the seaport.,2013-09-01
1590,1570,2013,9,2,Syrian Arab Republic,Aleppo,,Sejou (village),0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Kidnap-killing,Individual,Project site ,36.21614,37.166897,A Syrian doctor was kidnapped from Sejou village where he was working and found killed one day later in Aleppo province.,2013-09-02
1591,1571,2013,9,5,Afghanistan,Sar-e Pol,Kohistanat,Tarikak village,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,5,0,0,Kidnapping ,Ambush,Road ,35.423689,65.975326,"Three male NGO national staff members and two drivers - affiliated with an NSP project - were kidnapped and released three days later on September 8th following negotiations by the local community, elders and community representatives to help secure their release.",2013-09-05
1592,1675,2013,9,5,Armenia,Yerevan,,Yerevan,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Individual,Home ,40.182387,44.511848,One INGO staff member was beaten by a group of unknown men in Yerevan. He was subsequently hospitalized and required surgery.,2013-09-05
1593,1572,2013,9,7,South Sudan,Unity ,Rubkona County,Bentiu,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Individual,Home ,9.259642,29.800035,"One UN staff member was assaulted by three persons who allegedly disguised themselves as visitors at his residence in Kalibalak, Bentiu. He was evacuated to the hospital.",2013-09-07
1594,1574,2013,9,7,Central African Republic,Ouham,,Bossangoa ,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Shooting (small arms ,Individual,Road ,6.491239,17.45499,"During an evacuation, two national staffers of an INGO were killed in transit while returning to base from a construction site in the area of Bossangoa.",2013-09-07
1595,1680,2013,9,7,El Salvador,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Shooting (small arms ,Individual,Other public location ,13.692667,-89.218216,One international consultant was shot and killed as he was withdrawing money from a bank.,2013-09-07
1596,1742,2013,9,7,Afghanistan,Daykondi ,Shahristan,Chaprasak Bazaar (nearby),2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Bodily,"Mob violence, rioting",Road ,33.786498,66.714834,Two UN-contracted drivers were severely beaten by local community members for giving a ride to two women who were allegedly running away from their families. Both drivers were hospitalized and warned not to give rides to non-UN personnel.,2013-09-07
1597,1851,2013,9,7,Somalia,Banaadir,Hamar Weyne ,"Mogadishu, near Village Restaurant",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Body-borne IED, Combat (or police operations) ,Other public location ,2.032836,45.33976,An INGO guard was wounded during an Al Shabaab attack.,2013-09-07
1598,1573,2013,9,8,South Sudan,Central Equatoria,,Tomping,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Raid,Office,4.873301,31.589264,"Robbers at a UN compound assaulted the UN-contracted guard, who was taken to the hospital for treatment.",2013-09-08
1599,1575,2013,9,8,Afghanistan,Vardak,Maidan Shahr ,Bazaar Area (Kabul-Ghazni Highway),0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Complex attack , Combat (or police operations) ,Office,34.361066,68.851885,Two NGO staff members were hospitalized as a result of an AOG-initiated bomb blast accompanying a complex attack close to the NGO office. The NGO office was not the target of the attack.,2013-09-08
1600,1753,2013,9,12,Syrian Arab Republic,Deir ez-Zor,,Kabajeb (village),1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,35.076682,39.680846,"One UN-contracted driver was stopped by an unknown armed group in Kabajeb village, but was forced to drive to Mhambil village and off-load the cargo. The driver was detained for two days and was released with his empty truck on 14 September 2013.",2013-09-12
1601,1578,2013,9,13,Philippines,Zamboanga Sibugay ,,"Barangay Station, Catalina, Zamboanga City",0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,0,5,Aerial bombardment, Combat (or police operations) ,Other public location ,6.908154,122.088461,"Five local Red Cross volunteers were injured when Nur Misuari-led faction of the Moro National Liberation Front (MNLF) fired a rifle grenade in Barangay Sta. Catalina, Zamboanga City.",2013-09-13
1602,1577,2013,9,14,Afghanistan,Herat,Ghoryan ,Du Poshta  (Herat-Islam Qala Main Road),0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping ,Ambush,Road ,34.476697,61.410496,Two national staff members of a demining INGO were kidnapped by AOG while traveling from Islam Qala toward Herat. They were released the following day.,2013-09-14
1603,1734,2013,9,16,Pakistan,,,Paharpur Humanitarian Hub,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Unknown,Unknown,32.10564,70.972262,"An NGO security guard was shot during an armed robbery. He later died from his wounds two days later, on 18 September.",2013-09-16
1604,1664,2013,9,19,DR Congo,North Kivu ,,Goma,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Individual,Other public location ,-1.659905,29.221005,"An INGO national staff member was shot and injured just as he reached his house, on his way home from work. He was subsequently hospitalized.",2013-09-19
1605,1579,2013,9,22,Pakistan,North Sindh ,Ghotki,Dingro Wah,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Kidnapping ,Unknown,Unknown,28.00069,69.31894,One female social worker employed by a local NGO was kidnapped by unidentified armed men and killed.,2013-09-22
1606,1688,2013,9,22,Somalia,Sanaag,Erigavo,Erigavo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,"Mob violence, rioting",Project site ,10.616478,47.366652,"One INGO staff member was attacked by refugees, who were upset about the lack of food. The staff member sufferred a broken nose.",2013-09-22
1607,1580,2013,9,23,South Sudan,Warrap,,"Waralel, Kuajok Town",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bodily,Individual,Other public location ,8.492154,27.993158,"One UN staff member was assaulted after group of people at the scene of road traffic accident forcibly asked the staff member to transport a non-UN casualty to a hospital - while the injured was being received at the hospital, an unknown person assaulted the staff member.",2013-09-23
1608,1581,2013,9,23,Kenya,,Nairobi,Nairobi,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,3,Complex attack ,Raid,Other public location ,-1.256975,36.803277,Two UN personnel and a UN contractor were reported injured during a complex attack by al-Shabaab at the Westgate Shopping Mall in Nairobi.,2013-09-23
1609,1582,2013,9,23,Afghanistan,Farah,Anar Dara,Dashte Baboos  (Anar Dara-Farah City Main Road),0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,32.884819,61.140623,"One NGO ambulance driver was kidnapped by AOG at an illegal checkpoint. The driver was released unharmed in the Islam Abad area of Khaki Safed District unharmed, following the intervention of local elders.",2013-09-23
1610,1583,2013,9,23,Pakistan,Sindh,,Ghotki ,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting (small arms ,Individual,Unknown,28.000421,69.318844,One female NGO worker was shot and killed by her husband in an honor killing.,2013-09-23
1611,1584,2013,10,1,Afghanistan,Uruzgan,Dihrawud ,Tangi ,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,0,0,Shooting (small arms ,Ambush,Road ,32.64052,65.570947,Four locally-employed workers (three labourers and a driver) who were subcontracted by a Community Development Council for an NGO-implemented NSP programme were killed after being intercepted by AOG while en route to a stone quarry.,2013-10-01
1612,1834,2013,10,1,Syrian Arab Republic,Ar-Raqqah,Ar-Raqqah,Ar-Raqqah,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnap-killing,Unknown,Unknown,35.951414,39.026307,"One INGO worker was kidnapped by ISIS in Ar-Raqqah, while on his way to Deir Ezzour. UPDATE: The individual was killed in November 2014.",2013-10-01
1613,1585,2013,10,3,South Sudan,Central Equatoria,Juba ,Juba,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Individual,Home ,4.824871,31.607858,One UN staff member sustained injuries during a fight with three robbers at his home.,2013-10-03
1614,1591,2013,10,3,South Sudan,Northern Bahr al Ghazal,Akuem (Aweil East),,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Ambush,Road ,8.955277,27.509186,One NGO staff member was assaulted by an SPLA soldier.,2013-10-03
1615,1586,2013,10,4,Pakistan,Balochistan,Quetta,"Quetta, Railway Colony",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,30.191604,66.998056,A local NGO director was reportedly kidnapped for ransom by armed men while heading to his office. The rescue attempt failed to recover the victim. UPDATE: the director was freed on 7 December 2013 by his abductors in Mastung district.,2013-10-04
1616,1587,2013,10,4,Pakistan,Sindh,Khairpur,Near Bhurgri feeder,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,27.529402,68.757858,A national staffer of an INGO was abducted on the road.,2013-10-04
1617,1588,2013,10,6,Yemen,Amanat Al Asimah,As-Sabain,"Sanaa, Haddah , in front of the Al-Jandool supermarket",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,15.306405,44.1896,A UN international staff member was ambushed and kidnapped by armed men while he was in his vehicle. UPDATE: He was released on 8 November 2014.,2013-10-06
1618,1590,2013,10,6,South Sudan,Central Equatoria,Juba ,"Juba, Nimule Road",2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,2,Bodily,Individual,Office,4.839911,31.611074,Two UN staff members were severely assaulted and sustained multiple stab wounds at the vicinity of their compound in the evening. They were admitted into a hospital for treatment.,2013-10-06
1619,1589,2013,10,7,Afghanistan,Paktia,Gardez,Dawlatzai ,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,Kidnapping ,Ambush,Road ,33.580692,69.221584,Three national NGO staff members (driver and two engineers) were ambushed and kidnapped. A third engineer was present but managed to escape.,2013-10-07
1620,1592,2013,10,12,Afghanistan,Nurestan,Do Ab ,Main Bazaar area,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment, Combat (or police operations) ,Other public location ,35.105581,70.51334,"An off-duty NGO staff member, along with seven other civilians, was killed when the bazaar was struck by a rocket launched by an armed opposition group. Nine other civilians were injured.",2013-10-12
1621,1593,2013,10,13,Afghanistan,Konar,Sirkanay ,Tango ,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Kidnap-killing,Unknown,Unknown,34.801572,71.216105,"A community health worker, who seemed to have ties to Islamic Emirate of Afghanistan (IEA) fighters, was abducted by members of the Tehrik-i-Taliban Pakistan (TTP). He was abducted with at least three IEA fighters, who were able to escape, but the community health worker was recaptured and killed. He was beaten to death with sticks.",2013-10-13
1622,1602,2013,10,13,Syrian Arab Republic,Idlib,,Road between Sarmin and Saraqeb ,0,0,1,6,0,0,0,0,4,4,0,0,3,3,0,0,7,7,0,0,7,Kidnapping ,Ambush,Road ,35.899383,36.763292,Six ICRC staff and one Syrian Arab Red Crescent volunteer were abducted by gunmen who had opened fire on the Red Cross convoy as they were traveling to Damascus. Three ICRC staff and the one Red Crescent volunteer were released the next day. The ICRC is awaiting information on the remaining three.,2013-10-13
1623,1690,2013,10,21,Afghanistan,Paktika ,,,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,Bombing , Combat (or police operations) ,Project site ,32.264539,68.524715,Three INGO staff members were injured by flying glass after an IED detonation.,2013-10-21
1624,1594,2013,10,22,Afghanistan,Herat,,"Shahbed  (Herat-Kandahar Main Road), Adraskan district (borders of)  ",0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Shooting (small arms ,Ambush,Road ,34.002473,62.224309,Two local NGO workers were shot and wounded when the bus they were traveling on was fired at by armed men attempting an ambush at an illegal checkpoint. The bus kept driving and victims received medical treatment.,2013-10-22
1625,1845,2013,10,22,Somalia,Mudug,Galkayo,South Galkayo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Individual,Unknown,6.766627,47.429627,An INGO security guard was shot and injured by an unknown armed man. The attack may have been connected to an inter-clan dispute.,2013-10-22
1626,1595,2013,10,23,Sudan,South Darfur,,Nyala,0,0,2,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,Shooting (small arms ,Ambush,Road ,12.008688,24.840129,The head of a Sudanese NGO was killed when armed carjackers ambushed and hijacked the NGO vehicle. Another NGO staff member and a police officer were also injured. The attack happened about 15 kilometers southwest of Nyala.,2013-10-23
1627,1755,2013,10,27,Sudan,East Darfur,,Between Seleah and Khor Shorum,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping ,Ambush,Road ,11.713542,25.617136,Two UN-contracted employees (driver and assistant) were abducted by an unknown armed group (suspected to be rebel elements) and the contents of the truck were stolen. The truck was traveing in a convoy escorted by the Popular Defence Forces. The driver and the assistant were eventually released on 20 November 2013.,2013-10-27
1628,1689,2013,10,29,Ethiopia,Somali ,,Boqolmayo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Individual,Unknown,4.482944,41.664859,One INGO staff member was abducted and very severely beaten by three armed militia men. The attack may be related to tribal politics.,2013-10-29
1629,1596,2013,10,30,Sudan,South Darfur,,"Abu Hamra, along Nyala-El Fasher Road",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,12.699185,24.99564,A UN contractor was carjacked and abducted by unknown criminals while driving along the Nyala-El Fasher road.,2013-10-30
1630,1791,2013,10,30,Sudan,East Darfur,,Between Tor Taan and Shorum,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,11.815088,25.414386,One UN-contracted driver was abducted by a rebel group on board a Land Cruiser.,2013-10-30
1631,1605,2013,11,3,Pakistan,Khyber Pakhtunkhwa,Peshawar,University Town,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Aerial bombardment,Individual,Office,33.991882,71.498232,A security guard was injured when unknown individuals hurled a hand grenade inside an INGO guest house. Staff was relocated to Islamabad.,2013-11-03
1632,1619,2013,11,5,Afghanistan,Badakhshan,Fayzabad,Fayzabad ,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Bodily,Individual,Other public location ,37.100701,70.556332,An INGO staff member was stabbed and killed by the son of the mayor of Faizabad.,2013-11-05
1633,1601,2013,11,6,Afghanistan,Uruzgan,,Shikhan village ,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms ,Unknown,Unknown,32.927027,66.142532,An off-duty NGO staff member was shot and killed by two unknown gunmen.,2013-11-06
1634,1693,2013,11,6,Syrian Arab Republic,Damascus,,Damascus,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Aerial bombardment, Combat (or police operations) ,Project site ,33.510823,36.30675,One INGO staffer was injured when a mortar landed inside the INGO project site; the staff received shrapnel to the chest.,2013-11-06
1635,1598,2013,11,7,Haiti,Ouest,Port au Prince,Port au Prince,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,1,0,2,1,1,0,Bodily,Raid,Project site ,18.532498,72.333064,One international worker was injured and one national worker killed during an armed break-in at an orphanage. Three burglars assaulted them with a hammer and demanded money. The national worker was an unarmed security guard who died protecting the international staff member.,2013-11-07
1636,1780,2013,11,7,Central African Republic,Ombella-M'Poko,,Bangui,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,4.362361,18.554524,"An INGO-contracted driver, while driving from a program site to a hotel parking lot, was shot and killed by most likely ex-Seleka soldiers. There may have been an ethnic/religious component to the attack.",2013-11-07
1637,1788,2013,11,8,Sudan,East Darfur,,Between Shearia and Ban Jadid,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,Kidnapping ,Ambush,Road ,12.414805,25.468676,"Three UN-contracted individuals (driver and 2 assistants) were kidnapped by unknown armed men aboard two Land Cruiser vehicles. The driver, the two assistants, and the truck were released six days later.",2013-11-08
1638,1597,2013,11,11,Syrian Arab Republic,Aleppo,Ayn al-Arab,Kobani,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Unknown,Unknown,36.889853,38.369716,One Syrian Arab Red Crescent volunteer of the Ein Al Arab sub-branch in Aleppo was killed.,2013-11-11
1639,1599,2013,11,11,Afghanistan,Farah,Bala Buluk ,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Kidnapping ,Unknown,Unknown,32.689845,62.732388,One national staff member working for an INGO implementing partner was abducted by five unknown armed men. The individual was released two days later on November 13 after a local elder mediated.,2013-11-11
1640,1744,2013,11,15,Sudan,North Darfur,,"Zamzam checkpoint, south of El Fasher",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Individual,Road ,13.475759,25.299246,One UN-contracted driver was shot in the right shoulder by soldiers of the Sudan Armed Forces at a checkpoint. He was hospitalized immediately.,2013-11-15
1641,1838,2013,11,17,Somalia,Lower Shabelle,Merca,Buula Jan (Neighborhood) ,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Individual,Unknown,1.717466,44.768614,One INGO national staff member working at Marka General Hospital was shot and killed by unknown armed militia. The incident was reportedly related to clan revenge.,2013-11-17
1642,1611,2013,11,18,Afghanistan,Kabul ,Kabul,Kabul (Babur Gardens),0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Bodily,Individual,Other public location ,34.501665,69.157429,"Two international NGO staff members, while walking on the hillside above Babur Gardens, were approached by three young men who stole their phones and wallets. The perpetrators beat the male staff member when he tried to retrieve their phones. He sustained injuries and received medical treatment.",2013-11-18
1643,1600,2013,11,19,Afghanistan,Nangarhar,Dih Bala ,Kareez Kandow ,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping ,Unknown,Unknown,34.092538,70.469295,Three national staff members of a UN implementing partner were abducted by an unknown armed group. They were released the next day with the help of tribal elders.,2013-11-19
1644,1692,2013,11,19,Libyan Arab Jamahiriya,Greater Tripoli,,Tripoli,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Kidnapping ,Individual,Unknown,32.879813,13.19014,"One INGO staff member was kidnapped for a few days, beaten, and extorted of money by militiamen.",2013-11-19
