,Incident ID,Year,Month,Day,Country,Region,District,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Latitude,Longitude,Details,DateTime
650,591,2008,1,14,Afghanistan,Kabul ,,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Unknown,Unknown,Other public location ,34.5197058,69.1624302,1 donor agency international staff killed in Taliban bombing of Serena Hotel.,2008-01-14
651,1218,2008,1,15,Mozambique,,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Individual,Home ,-19.302233,34.9144977,1 UN national staff in Mozambique was seriously injured during a robbery attack in front of his residence.,2008-01-15
652,865,2008,1,16,Sri Lanka,Uva,Moneragala ,Okkampitiya,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Unknown,Unknown,Unknown,6.8714,81.3487,"1 national RC worker killed in Okkampitiya, Monaragala.",2008-01-16
653,756,2008,1,18,Nepal,Central ,Dhanusha,Harsar ,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Raid,Project site ,27.15,85.9,"1 INGO national staff junior engineer abducted from Harsar village of Dhanusa district on January, 18, 2008 Friday at around 4:30 PM. He was abducted during the distribution of wage payment to the laborers at building construction site. Chairperson of building construction committee was also abducted (not included). Abductors came on motorbikes and forced 2 people to ride, got on the bikes and drove away. He was released on 20 Jan at 8 PM in the evening after the local partner NGO staff and community put pressure on abductors.",2008-01-18
654,593,2008,1,26,Afghanistan,Kandahar,,,0,2,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,2,1,1,0,Kidnap-killing,Ambush,Road ,31.6257334,65.7145053,"1 INGO international (American) staff and 1 INGO national staff driver kidnapped in Kandahar. Assumed killed. No group has claimed responsibility for the abductions, and the Taliban insurgents behind many of the recent year's kidnappings have denied involvement.",2008-01-26
655,594,2008,1,28,Somalia,Lower Juba,Kismayo,Kismayo,0,4,0,0,0,0,1,0,0,1,2,1,0,3,3,1,0,4,1,0,3,Roadside IED,Ambush,Road ,-0.358216,42.545087,"2 INGO international staff (1 French logistics expert, 1 Kenyan doctor) and 1 INGO national staff driver killed and 1 INGO international (Kenyan) wounded when a roadside IED detonated in close proximity to two INGO vehicles near the town of Kismayo. The first vehicle was hit badly and all three people died. The second vehicle carrying staff and a security guard hit the land mine lightly and the staff sitting at the front seat was wounded. Three other civilians were injured (not included) and a local journalist killed (not included). No one claimed responsibility.",2008-01-28
656,673,2008,2,2,Pakistan,FATA,Khyber ,,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping ,Ambush,Road ,33.97357,71.31842,2 NGO national staff kidnapped as they traveled in the org's marked vehicle during mission to Torkham; released with no ransom paid after 14 days.,2008-02-02
657,916,2008,2,8,Sudan,West Darfur,,Seleia,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Raid,Office,16,30,1 ICRC national staff killed when armed men entered the ICRC compound.,2008-02-08
658,595,2008,2,12,Somalia,Woqooyi Galbeed,,,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,2,1,0,1,Kidnapping ,Individual,Road ,9.600828,43.3331445,1 INGO international (German) staff kidnapped and 1 INGO national staff driver injured by gunmen in northern Somalia- a region disputed by the breakaway states of Puntland and Somaliland; released the next day following an operation by the Somaliland forces. The national staff victim was wounded during the abduction when gunmen opened fire to intercept their vehicle.,2008-02-12
659,1219,2008,2,14,Somalia,Middle Juba,Bu'ale,Bu'ale,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Unknown,1.33333,42.66667,1 UN national staff contracted driver was killed,2008-02-14
660,770,2008,2,19,Sudan,Darfur,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Unknown,Unknown,Unknown,11.329444,25.08565623,1 INGO national staff wounded in armed robbery.,2008-02-19
661,757,2008,2,25,Sri Lanka,Western,,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Kidnapping ,Unknown,Unknown,6.828,79.93195613,1 INGO national staff abducted by unknown men; released 2 days later in Colombo.,2008-02-25
662,596,2008,2,25,Pakistan,Khyber Pakhtunkhwa,Mansehra,Mansehra,0,13,0,0,0,0,5,7,1,13,0,0,0,0,5,7,1,13,1,0,12,Shooting (small arms ,Raid,Office,34.6013314,73.3794724,"5 INGO national staff killed 7 INGO national staff injured and 1 INGO staff missing when the office of the INGO was attacked by a group of six to twelve men carrying guns and grenades. The men entered the office in Mansehra, North West Frontier Province, before opening fire indiscriminately and then setting off three explosive devices. The office building has burned to the ground. The INGO was given no specific warning of a threat to its staff or offices at this time. The motive for the attack is still unknown.",2008-02-25
664,736,2008,3,5,Afghanistan,Kandahar,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms ,Unknown,Unknown,31.6257334,65.7145053,A NGO national staff shot and killed by unknown armed persons.,2008-03-05
665,1220,2008,3,7,Sudan,,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Individual,Unknown,14.5844444,29.4917691,One UN national staff injured while being attacked by a civilian in southern Sudan.,2008-03-07
666,705,2008,3,10,Somalia,Banaadir,,Mogadishu,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms ,Individual,Unknown,2.033333,45.35,"1 INGO national staff shot and killed by armed man within Mogadishu city limits; the motive for the attack is believed to be a personal, family-oriented dispute.",2008-03-10
667,597,2008,3,15,Pakistan,Islamabad Capital Territory,,Islamabad,0,3,0,0,0,0,0,0,0,0,1,2,0,3,1,2,0,3,0,0,3,Unknown, Combat (or police operations) ,Other public location ,33.729388,73.093146,1 INGO international (Turkish) staff killed and 2 INGO international staff injured when a bomb exploded in a restaurant in Pakistan's capital at dinner time. 11 others injured in the blast (not included),2008-03-15
668,737,2008,3,17,Afghanistan,Balkh,,Mazar-e Sharif to Jowzjan ,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,36.75635,66.8972,1 INGO national staff driver died from serious injuries when the INGO vehicle traveling from Mazar-e-Sharif to Jawzjan Province came under small arms fire attack by two unknown individuals riding a motorcycle. The other vehicle occupant escaped unharmed.,2008-03-17
669,598,2008,3,20,Sudan,West Darfur,,UmTajok,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,Kidnapping ,Ambush,Road ,13.4208997,23.0738882,"4 UN national staff of state water corporation team partner program, hijacked and kidnapped.",2008-03-20
670,936,2008,3,21,Chad,Wadi Fira,,Iriba,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Individual,Home ,15.1256549,22.2476009,"1 NGO national staff driver shot at his home and later died. When the driver opened said, the intruder shot him in the abdomen with a pistol. The driver was transported to hospital where he passed away around 01 h 30.",2008-03-21
671,599,2008,3,22,Sudan,Unity,,Abiemnom,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Bodily,Ambush,Road ,9.38367,28.80767,2 UN national staff contracted drivers on their way to the Abyei state were stabbed to death by six assailants.,2008-03-22
672,738,2008,3,23,Afghanistan,Jowzjan,Fayzabad,Surkh Tepa  ,0,0,12,0,0,0,5,7,0,12,0,0,0,0,5,7,0,12,0,0,12,Unknown,Ambush,Road ,36.83333,65.83333,5 NGO national staff killed and 7 NGO national staff injured when a convoy consisting of four vehicles came under SAF attack in Surkh Tepa area of Faizabad District.,2008-03-23
673,600,2008,3,24,Sudan,West Darfur,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Unknown,13.4263009,22.6574884,1 UN national staff contracted driver was killed.,2008-03-24
674,718,2008,3,24,Somalia,Banaadir,,Mogadishu,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping ,Unknown,Other public location ,2.033333,45.35,2 INGO national staff were kidnapped at Bakara market area by suspected AOGs.,2008-03-24
675,739,2008,3,24,Afghanistan,Kundoz,Kunduz,Archi district to Kunduz city,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Shooting (small arms ,Ambush,Road ,36.72896,68.857,"2 NGO national staff killed when their vehicle came under small arms fire attack in Archi District, Wazer Khil area of Kunduz Province. The vehicle was en route from Arich District to Kunduz city.",2008-03-24
676,1221,2008,4,1,Sudan,Khartoum,,Khartoum,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Unknown,Individual,Unknown,15.5933247,32.5356502,1 UN international staff member was injured during a robbery attack in Khartoum.,2008-04-01
677,601,2008,4,1,Somalia,Lower Juba,,,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping ,Ambush,Road ,0,42,"2 UN international (1 British, 1 Kenyan) staff contractors seized by unknown gunmen in southern Somalia on their way to Buale. Taken to Jilib town 280km south of Mogadishu.",2008-04-01
678,695,2008,4,3,Sudan,North Sudan,,Kebkabiya,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Raid,Office,16,26,"1 INGO national staff injured when three armed men entered the compound, punched and kicked a member of staff to force him to hand over valuables and then locked him in his room.",2008-04-03
679,791,2008,4,3,Afghanistan,,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,33.93911,67.709953,1 UN national staff shot and injured during an attack while driving in a private vehicle.,2008-04-03
680,792,2008,4,5,Burundi,,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Individual,Home ,-3.3634357,29.8870575,1 UN national staff shot and injured during a robbery attack at his private residence.,2008-04-05
681,716,2008,4,7,Sudan,Mayom,,Rumbek,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,1,0,1,Unknown,Ambush,Road ,6.75,30,"Two UN national staff (contracted driver and assistant) were shot and killed by unknown assailants after delivering humanitarian food supplies to the town of Rumbek, southern Sudan.",2008-04-07
682,706,2008,4,8,Sudan,Eastern Sudan,,Kassala town,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bodily,Individual,Unknown,15.450513,36.399923,"1 INGO national staff (cleaner) was taken from his/her bed, beaten and stabbed in the hand. It appears to be a personal dispute.",2008-04-08
683,771,2008,4,9,Malawi,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Unknown,Unknown,Unknown,-13.2687204,33.9301963,1 INGO national staff severely injured in an armed robbery.,2008-04-09
684,667,2008,4,11,Afghanistan,Parvan,,,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping ,Ambush,Road ,34.9897121,68.8733495,2 INGO national staff (doctor and a driver) were kidnapped while travelling between Kabul and Kunduz.,2008-04-11
685,719,2008,4,21,Sudan,West Darfur,,,2,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,1,0,1,Shooting (small arms ,Ambush,Road ,13.4263009,22.6574884,1 UN national staff contracted driver aid shot and killed and 1 UN national staff guard injured delivering food on a main transport route between North and South Darfur.,2008-04-21
